,labels,perfect_score,reverse_score,perfect_score_with_anticipation,perfect_score_with_FA,areas_perfect,first_area_pefect,second_area_perfect,singles_perfect,win100_score,random_score
20,1.0,0.9443723899839336,10.375026419981745,0.10976418700558521,0.7870083827630513,0.21000727780486284,0.6793453994191476,0.19724078366340614,0.7217604724607752,0.8072463910907073,0.8328752536562742
21,1.0,0.7395507950492876,10.529883629429602,0.035677715887555084,0.5356239021503983,0.7055739266723599,0.9168328596442012,0.28917502203611445,0.5817735758827737,0.4784281714454396,0.6971675770597787
22,1.0,0.4904588086175671,10.14333008106702,0.19869722895671416,0.8654492371915893,0.8150682057232326,0.03113031899654095,0.02687951135484734,0.8155558889795979,0.32172897089684216,0.12700003306029162
23,1.0,0.22741462797332324,10.881881935133912,0.5304941461593489,0.5679254767285871,0.3971489676105746,0.7199529637554506,0.04552827469574183,0.2320800617556249,0.6377311798342121,0.376152990993477
24,1.0,0.25435648177039294,10.625875544305615,0.2966047625511553,0.3172146118433422,0.46354859078183874,0.22965655913624505,0.4793209061848135,0.273989664866927,0.037193138213742816,0.35079136160269087
25,-1.0,10.058029160323876,0.37443622782909747,10.682592632239421,10.21282951767327,0.2851475942266867,0.2862273303183763,0.8217933780891155,10.593238121332014,0.25911893151055854,0.7997196556904648
26,1.0,0.4344166255581208,10.982212164114525,0.8415947484592071,0.6345800504545921,0.11156152167048716,0.3135683070261083,0.44687121413337605,0.946814291416224,0.9605366649467383,0.45874330269510566
27,1.0,0.3117958819941026,10.872527536625281,0.3176488683009787,0.628734180799632,0.7215364848679462,0.7953566840829963,0.9800094975863871,0.5110484745106582,0.9670633399324755,0.49509116337451864
28,1.0,0.6963434888154595,10.606816189535321,0.7515371694906285,0.797459148671223,0.4029553788736636,0.09035321146015551,0.8588949857471742,0.6918374016384942,0.10806906911305136,0.24133574263637092
29,1.0,0.3777518392924809,10.371748818453538,0.2438034121346846,0.5762937678999523,0.49335464801204865,0.8327618595613385,0.36172932473993435,0.6259056952875238,0.04853216489403689,0.23166840974183556
30,1.0,0.1796036775596348,10.369093855998843,0.8216154412732414,0.31870217248459676,0.08916104229879218,0.6513331937297494,0.05551773160415974,0.6363104043008597,0.8888342436849596,0.39108164648495003
31,1.0,0.02467872839133123,10.066706726351072,0.923682913475061,0.8841749807740875,0.9182042570955223,0.6321645543632851,0.4230236436986985,0.4819431126370807,0.13410076900337975,0.6455169853951186
32,1.0,0.06724963146324858,10.342520970787085,0.3999015139352735,0.9336559129511709,0.13408219589664272,0.9585829397979198,0.4607097061766705,0.0007354491555536802,0.016005660800372468,0.8099839790516193
33,1.0,0.6793927734985673,10.245684228433213,0.08867601101971412,0.8185268454631118,0.9135718181857381,0.5563906187834131,0.4289184341925102,0.38094115189160505,0.6592953206527116,0.004551231538279743
34,1.0,0.4536968445560453,10.608551122265416,0.40427006500339135,0.9261331309144826,0.04238083127901904,0.601921985851216,0.7199211649193272,0.4118634840457218,0.09942312133160047,0.9293779171048916
35,1.0,0.5365792111087222,10.720163485561503,0.3730401661882392,0.3567593822107613,0.8281153607068577,0.9236055576979532,0.25657718011117137,0.8861883092546745,0.5935061388518631,0.09869217671980801
36,1.0,0.8966712930403421,10.29242481057171,0.5094418343577911,0.5642750836783657,0.0332014100280934,0.7046717322227607,0.46833943665959354,0.6588381662697508,0.7277354439910614,0.9131835616688866
37,1.0,0.9903389473967044,10.546147499418822,0.49810786355482384,0.15192234500554436,0.08826947441892119,0.15631336254060646,0.2773873639880121,0.001135612310314671,0.6092579610458334,0.8703048262550992
38,1.0,0.21689698439847394,10.78707964316371,0.8749482672324068,0.30305177809747574,0.9772499493254031,0.752119225467411,0.30209532445207266,0.7705134590288812,0.4730014817785636,0.22943712213687628
39,1.0,0.6630782031001008,10.641903810271135,0.6194282367846249,0.9671157795749526,0.11749072262334126,0.7538624219970815,0.20189393706252068,0.7148221057478721,0.1301263533541286,0.7501825274583813
40,1.0,0.26332237673715064,10.743661312507188,0.07693954696625505,0.5438444478485788,0.17424240484379727,0.972487852799814,0.034235978888703,0.6739334837776386,0.9362610873609302,0.5614546639682946
41,1.0,0.02065099946572868,10.218079687722652,0.6554587408370035,0.83310329802188,0.8174838352113584,0.16050596597786115,0.1645761204912104,0.3129399102289603,0.7945652057658437,0.7902484163930711
42,1.0,0.7583786538361414,10.635049893020073,0.7854428132143703,0.8732646441067106,0.00587559989745845,0.17071170509958022,0.42081316987057116,0.6206966943667849,0.7367633012929977,0.1716608313430087
43,1.0,0.32001715082246784,10.27378431309125,0.15482412608673535,0.6231373146303953,0.5378157768891538,0.19817251065125874,0.2076628115002176,0.9150730762185318,0.02630459248112138,0.4315865772314669
44,1.0,0.38346389417189797,10.23075058828243,0.21144479152339302,0.015635318760581107,0.8399089985627767,0.570910367140097,0.6441802440892771,0.3140946484862702,0.5062719281358983,0.28561170200049457
45,1.0,0.5883171135536057,10.270937279153683,0.9100380780162797,0.8222919878820641,0.7019456268404761,0.8151349217246484,0.34642066177298003,0.5083052638881221,0.7212412717576904,0.11849454597628195
46,1.0,0.8310484552361904,10.366525511524667,0.9545163402850848,0.41470910295941577,0.398600185901441,0.8941991607095281,0.33482438449992524,0.622620582225833,0.7538251474078868,0.23539030997581856
47,1.0,0.6289818435911487,10.470940416537955,0.09565288721333931,0.02461683184837493,0.08046293205132193,0.5886308044869879,0.1498174650780193,0.5194218017070752,0.18149756520479976,0.6910355151274777
48,1.0,0.8726506554473953,10.229261442569227,0.9267084386020217,0.6669449395861986,0.39318273157141104,0.09585633796371451,0.6383292934593017,0.0010297196463776581,0.8687129254302584,0.13083550639793373
49,1.0,0.27354203481563577,10.349963495291775,0.9993610708310922,0.37109968972687535,0.9742579071103583,0.6197336056032877,0.20135665053679452,0.7576723815958417,0.002948203332300281,0.4985181713349962
50,1.0,0.7980468339125637,10.896496715113628,0.46685725965057046,0.45294659077587496,0.40848938032442295,0.9231984042934802,0.22651077590039836,0.325916160567025,0.013673389666615354,0.02436988418057562
51,1.0,0.1856359443059522,10.134626907521266,0.8298837802664197,0.026704504888689473,0.8119266793557002,0.9017800053627539,0.9374699811324015,0.14810639005386583,0.92302329899781,0.6711459902657837
52,1.0,0.9527916569719446,10.215724059991375,0.19393458805627184,0.9345082287018001,0.4164484443385976,0.8472380211438932,0.22273196737732892,0.37514541559920234,0.09176196840791817,0.5385984598605522
53,1.0,0.6874882763878153,10.06069269294271,0.4783673529685162,0.8761551381960213,0.6696461499360459,0.09108216627300203,0.9828997526696232,0.8513182156888869,0.3183812758972844,0.18690473838603427
54,1.0,0.21550767711355845,10.708881129751258,0.1114090018091487,0.6257426413974735,0.9035463581790572,0.3049536440478837,0.9846032874754034,0.5126821793478383,0.19855170267744826,0.5100435900963178
55,1.0,0.9473705904889242,10.529410713771155,0.6991622756042054,0.4424990915674568,0.9036276343480576,0.29657462168682913,0.14750804234037262,0.15848769661562723,0.07140787481000088,0.701005050607966
56,1.0,0.7308558067701578,10.474320340696504,0.38293158096762026,0.15129605694700954,0.9211828510881342,0.5148633644281818,0.17961837024624294,0.9033214438214897,0.3856657987069775,0.9407591639098721
57,1.0,0.25394164259502583,10.034415175744972,0.14621316655834748,0.8957534248819047,0.353689096465193,0.25016743307229095,0.7107108383219796,0.8931729236411425,0.7178428215010251,0.8822227876485129
58,1.0,0.21331197736748198,10.961342665513937,0.22192197777129674,0.6969690343729619,0.31113954269098,0.7530720424799064,0.6560605466758883,0.44587391058462933,0.3400404044883282,0.30776218638060404
59,1.0,0.5182007139306632,10.844077364669896,0.13120094527502746,0.4017884688894061,0.05917188087951353,0.35132842913193807,0.5516777941979221,0.4375723892020741,0.6184887525395449,0.7248595759149288
60,1.0,0.025662718054531575,10.820374108117662,0.35128401638753626,0.595638712362517,0.5652796496036466,0.6824264230614089,0.509668066051179,0.14231729024083806,0.6789122513678899,0.4355456029696232
61,1.0,0.2074700754411094,10.875217475537477,0.8434933874117387,0.2528869499991163,0.29835433639897924,0.7663693845530865,0.4036791558420276,0.25801051923414287,0.6591308804647447,0.5448060910928137
62,1.0,0.42468546875150626,10.777025160928433,0.4642157730054711,0.38562832277122383,0.5218094571158381,0.16862551380087754,0.04163631510427135,0.008570311430343702,0.3369939939353097,0.7340709664349785
63,1.0,0.37416998033422555,10.13943756737181,0.6691162963022589,0.625635161455586,0.04608987790885044,0.07383530253992487,0.895934815708343,0.6099456178241629,0.22323732805004015,0.06338722057969415
64,1.0,0.4635754243648107,10.971492430978687,0.955593883525169,0.27259335994494216,0.251878845921198,0.7992979301848393,0.9250983833588051,0.05304100033193615,0.14220995767775468,0.772258095822521
65,1.0,0.2776287062947319,10.933718472940159,0.6963138328642843,0.6032895577626392,0.8936789034137023,0.6151685735920196,0.9494395763282318,0.5711659625413029,0.06253699892785447,0.5698085358596084
66,1.0,0.5867843464581688,10.696077111378973,0.242824279191461,0.16263856040091507,0.7238999145085764,0.7166304978767709,0.08445490896119712,0.484120223253677,0.43417224915273533,0.17374213543461992
67,1.0,0.8638556059232314,10.292010676528076,0.08114309532907815,0.2310321986350219,0.49800649791124274,0.20013113212340405,0.6525871302374024,0.5213802324310592,0.3317939630569482,0.5154123555865616
68,1.0,0.11753185596203308,10.001111108390614,0.8223897126838138,0.28200799864666304,0.5604077420805573,0.6438425508710436,0.31180013215078195,0.9492754548393103,0.4967887491788918,0.4348973798702974
69,1.0,0.5173791071541142,10.485861769413738,0.2792469702010507,0.14055060069865422,0.28117452772820073,0.6129924368563439,0.14887766602349872,0.7446854921456291,0.9641440977472383,0.3091447655881139
70,1.0,0.1320681063451533,10.594803472537237,0.6270547424473533,0.5814886330090072,0.5208817903166749,0.06540052082665593,0.030109266656398903,0.9246845143448214,0.6300375882559961,0.741090707892591
71,1.0,0.7168596811925937,10.993981323162552,0.9176788128848525,0.9395379261205543,0.22169572758096123,0.41712222726289305,0.2107601762929343,0.7530797247290302,0.9773371447014723,0.8846927444587811
72,1.0,0.39605970280729375,10.132915037049717,0.5263063942479221,0.3829975132289952,0.8250064503809393,0.3036496979526633,0.3609753898334227,0.16939959416258688,0.11058383101152891,0.003626076018473645
73,1.0,0.565421311858509,10.088820097492793,0.5153784371217757,0.3476029635761436,0.5996461452986092,0.07040514061342651,0.46758868116863606,0.8156733089283555,0.5576453158405075,0.4072844889162972
74,1.0,0.18327983621407862,10.42631843800324,0.38275700392334255,0.663587852961447,0.8966626645690946,0.5434537061024359,0.6565625056919187,0.2982536140173223,0.02706311169634401,0.04452683834034843
75,1.0,0.14484775934337724,10.750956222267263,0.48837658940570383,0.15297929607187977,0.46707900984387674,0.06530646570884158,0.9405511534632588,0.9198180950938476,10.930046736500826,0.6730425256905791
76,1.0,0.48805628064895457,10.340070329508347,0.6769905272580778,0.2324060931000823,0.4782761549892469,0.9485518332876989,0.5042831352692999,0.6244409844033114,10.024090652385139,0.041039681013323115
77,1.0,0.3556127378499556,10.662360252690974,0.6198744286436156,0.771618531288785,0.13944284637718007,0.8515249336394874,0.22318167856961768,0.09070705867219042,10.644428207213897,0.5879800830428298
78,1.0,0.940431945252813,10.889438386600897,0.8692984097153905,0.15357123759706504,0.2587270373746716,0.7842086144325032,0.5485458719477564,0.797826254259613,10.573889377678295,0.07190592033681686
79,1.0,0.7653252538069653,10.79316199110335,0.9896987024059339,0.4054130717573726,0.958350079806088,0.7741674130266376,0.07407179807461095,0.5867415495944873,10.569144748370556,0.6055785508152796
80,1.0,0.7486636198505473,10.101595858524025,0.4192549285267321,0.32544607794672,0.25764395963550935,0.6612280053625044,0.9002122925478662,0.004524702074556686,10.978865888263837,0.7650144029360634
81,1.0,0.9037197397459334,10.446075327143003,0.9800936668690882,0.06158641377621399,0.7757373972170508,0.5087715427943142,0.1548966243326948,0.12270988684437822,10.210141004725074,0.5781356308474614
82,1.0,0.08342243544201855,10.037992654423874,0.6647115782403775,0.5067997664854421,0.9530500276756242,0.9032556213805443,0.032153296674370724,0.7203812417129475,10.860940244884667,0.822839065293754
83,1.0,0.5521924699224066,10.16863832443644,0.7408070932661079,0.5902232826297844,0.9018063736666766,0.7604087134856312,0.8761911040980759,0.3932636036350966,10.710483591684353,0.40957127687432715
84,1.0,0.5844760689557689,10.77071102651781,0.39449869858886444,0.42202366076148723,0.6061657303428627,0.9848064689965926,0.9844825199405464,0.41898674340370246,10.962626251238154,0.7274544154023397
85,1.0,0.961936378547229,10.174093131836983,0.7121603428785216,0.8709499918812991,0.11046313648885164,0.27741021763518614,0.3430277369808802,0.17529886724833543,10.137921974523532,0.3196744335682403
86,1.0,0.29214752679254885,10.55881404930979,0.8320903266908347,0.5388833768044682,0.5307545165662128,0.2270896581402123,0.49787461091123864,0.27552137455659076,10.892147316927934,0.028479223788194896
87,1.0,0.24082877991544682,10.614978486196744,0.6012747630110841,0.1210985108026651,0.04545868113120921,0.7147283423375297,0.27398895719693983,0.03394567333464449,10.151419299240285,0.2930748337686554
88,1.0,0.10029394226549782,10.156636336994897,0.118812814736583,0.7985526028405895,0.03057025981052941,0.5375494127333887,0.19257935775972013,0.03512734020748387,10.027962210202935,0.04008955195530217
89,1.0,0.016429629591474204,10.914822162551749,0.5842281225377521,0.611146588783733,0.7782706699290405,0.8188277262619212,0.45571491220099414,0.634643277492947,10.252059497842733,0.7847717284601412
90,1.0,0.9295293167921905,10.058501847437192,0.22723105476687555,0.4632523659170461,0.3519910395957786,0.39799720646350356,0.210186092618189,0.6626987513038795,10.81035802743023,0.9670568747933033
91,1.0,0.66991654659091,10.919234591460734,0.4169860702806959,0.17646268420541777,0.26119515417201167,0.7966035977143773,0.43720269490075847,0.1276797479836035,10.613386751297677,0.5267397946539908
92,1.0,0.7851529120231378,10.113799387160702,0.4489808711232681,0.45402059916128523,0.010162515132686956,0.8653548831676346,0.05955442183416115,0.7052140846085199,10.711605840359425,0.32042009017396533
93,1.0,0.2817301057539491,10.900869983342108,0.7048374107674906,0.058287063741588874,0.16502303021838993,0.41358072267369683,0.08609537946641355,0.4565397176670597,10.6987847910097,0.5609968306837905
94,1.0,0.5864101661863267,10.367890926950393,0.4204665193167326,0.20935856139337317,0.7509841552893898,0.5434127808339416,0.994251006286853,0.016592079564126117,10.140039229917974,0.5759483417334624
95,1.0,0.06395526612098112,10.789840789802934,0.5039311634662187,0.7437069394470758,0.6134472193207803,0.03853454608038487,0.5925358666683136,0.6631144668060663,10.678780582245011,0.49970137174059026
96,1.0,0.4856275959346229,10.394237635248004,0.11699168505407775,0.8571724636030973,0.5408431191870915,0.5534462911853847,0.7934812311573578,0.7458325442046152,10.136308817193283,0.9219801053925004
97,1.0,0.9774951397444468,10.733156483050903,0.6820721840619755,0.5593747689942774,0.20498865877193784,0.03083537989147711,0.9710608629307959,0.8618041440208456,10.69156535634976,0.6319875482716086
98,1.0,0.8765052453165908,10.852390755391895,0.06233553969352157,0.5778264275968449,0.9472377255999682,0.10305539693646348,0.06439299618751337,0.4136360731780201,10.013298826114525,0.4279631015087204
99,1.0,0.33815895183684563,10.525438878576214,0.31261931039457425,0.7448447105323941,0.17566170694932015,0.405997262166369,0.9503051037572903,0.2742049419774605,10.89913293060133,0.9222955798025915
100,1.0,0.9615701545414985,10.402139567050197,0.6650779818751699,0.06963317124411672,0.2021899259360389,0.6456264823864976,0.25763698437365856,0.27671150859220106,10.643440789634935,0.038075909823882315
101,1.0,0.2317016264712045,10.394632640137331,0.301245481423972,0.12118065285570745,0.26732315186161504,0.6465384825138474,0.8428157518739919,0.9959414953978422,10.234414200373307,0.5911364103538956
102,1.0,0.9493188224156814,10.056591762866592,0.007690493012202149,0.7827562684586173,0.8768787052812744,0.4331636306320248,0.3914104816281293,0.73260337004631,10.54281928322637,0.11371310863019246
103,1.0,0.9413777047064986,10.01481571707719,0.44336417361362856,0.47205002619338765,0.4034559735484129,0.9849539943512835,0.04717768523494348,0.6252775521960257,10.408772988993288,0.999147893101581
104,1.0,0.7992025873523917,10.743570134263642,0.6497701290924287,0.020513700133422796,0.7819845125740731,0.1556746112560784,0.6340050585860133,0.8571860938770816,10.843685881451044,0.19300879768468138
105,1.0,0.6304479368667911,10.415399483402354,0.8467329178711905,0.7541716645991574,0.18186485918894446,0.13081720615000259,0.30715388673083677,0.8921916910108618,10.561330886513323,0.7898053179332845
106,1.0,0.874287966624947,10.151092768432138,0.8895003851505621,0.05982262144230199,0.07779808604301164,0.4963347908734307,0.8590371499033461,0.8908130598596055,10.839063734850177,0.1489962681963568
107,1.0,0.2930202845077967,10.87153699708837,0.24522965128691043,0.6378492599566186,0.7617045047572094,0.4031169483523571,0.2188412874211768,0.3671201241940494,10.359777978693415,0.07488517665052086
108,1.0,0.8489435553129182,10.637771725562963,0.9542856965164147,0.8180586164925981,0.28209464198246625,0.5857649347526651,0.5254101460960021,0.5027667081535324,10.978385986960802,0.2881707589040199
109,1.0,0.6178766919175238,10.474504448356274,0.372151915061658,0.4477742976056641,0.9411696949575014,0.7059161282043044,0.966216565994891,0.13288418171960348,10.965485603112226,0.9828744816987993
110,1.0,0.01323685775889949,10.35698499325391,0.0441106339124715,0.6882271617134453,0.30727341109573547,0.3142623511236623,0.4202833265798289,0.051425571690184246,10.066271842416846,0.5890114272274997
111,1.0,0.34723351793221957,10.344746326376953,0.309095818663229,0.8710812339751939,0.26215844512078834,0.559842887467967,0.46056528896144455,0.11172012666925757,10.00685376248343,0.03868098464292147
112,1.0,0.14814086094816503,10.371420280771705,0.17505369848718266,0.46001226456820876,0.9397676095235917,0.5818297498804922,0.7408998854744981,0.43932347885230605,10.457795917311765,0.3059445687434529
113,1.0,0.9818293898182532,10.88655433586262,0.2714445752776833,0.34103263823869145,0.7136739863672986,0.21547621955179141,0.9646033807397258,0.6079330532265645,10.933399942228228,0.5171791509037084
114,1.0,0.47837030703998806,10.378604127410432,0.5548197686323529,0.2940811202209298,0.34006066103352783,0.5702896416607189,0.9083727797417818,0.9900077406144867,10.730243150498213,0.5208519125037222
115,1.0,0.4973913654986627,10.019316431047834,0.5955250034890454,0.9688354698909494,0.327650984047989,0.21076264128994893,0.598964843211808,0.21950720720426686,10.259347147585398,0.14128579377581452
116,1.0,0.6394725163987236,10.144933691655867,0.15207825875547942,0.3412520670826774,0.12149588047562654,0.9855334746254276,0.9198515584399947,0.8438955857507418,10.478002844441072,0.34730988559913734
117,1.0,0.3685846061296175,10.346208235956304,0.3932451781304509,0.8788141412953285,0.47132807923481523,0.9092676833059344,0.30336523892033995,0.37013262605829955,10.92410766774638,0.40330776653581957
118,1.0,0.13690027168559893,10.166352200753144,0.6207792045402649,0.5266243971232263,0.4200176405899573,0.17916532827097376,0.15408028598501144,0.9535465577466697,10.538696297984211,0.042818270901915034
119,1.0,0.8221177331942455,10.82298146160616,0.5240851147854245,0.15239856906165472,0.8770248524262455,0.8833971991565659,0.9808955205598873,0.12642648361140274,10.373626423868366,0.21980324608426483
120,1.0,0.18984791190275796,10.998731610753769,0.557882562469137,0.11297936425200783,0.7797968368507168,0.38824457273507407,0.8438996951649965,0.4607201799601648,10.654439430719254,0.6617179070626976
121,1.0,0.511318982546456,10.334163020862949,0.914578652294737,0.9018520923665628,0.0546805840210991,0.7660051548321617,0.700604804310422,0.8126068072649882,10.4478643154194,0.8761246695535395
122,1.0,0.22431702897473926,10.485186348141557,0.7167030908984271,0.4259753799042638,0.7186997871808257,0.968943601045185,0.24232969361185652,0.4720179618858604,10.643074188290123,0.5257831314824407
123,1.0,0.09784448449403405,10.047618167181422,0.30163854120612,0.009786294452957867,0.13190630483757726,0.9715496637359208,0.5084635687835614,0.8868871781380205,10.216711890534526,0.4503393330763211
124,1.0,0.8621915174216833,10.194464113901354,0.48122767329670324,0.06665091801964629,0.22537327472559876,0.5327081265179764,0.5272869154291185,0.1350155484813238,10.091535411116661,0.6768828039601438
125,1.0,0.9729194890231303,10.229060505543774,0.1009409932318871,0.5489162122865727,0.04396701849202089,0.021226678153746792,0.16109604467656025,0.9872400856286874,10.30098934913057,0.49590491424600647
126,1.0,0.9608346580630002,10.387482914148622,0.29790084223358904,0.19614051472557525,0.13776242044093545,0.3457820138746932,0.049339467672652404,0.660857386392941,10.902349177181843,0.9161650097093019
127,1.0,0.906555499221179,10.82641660972506,0.9378953172825425,0.02132649060265246,0.0743250654504084,0.6302061810805668,0.4192660475012703,0.6577168843316155,10.861453311728836,0.8746142692413199
128,1.0,0.7740473326986388,10.399210272021756,0.6934750091358407,0.6507175688671126,0.5212444746212993,0.18387724306862796,0.44231552416241804,0.8799523167485257,10.984420340266187,0.02770722621301136
129,1.0,0.3331451520286419,10.7414286095348,0.9913760899808953,0.1463830598207536,0.46418113982889797,0.4721823529659154,0.8677708632257819,0.2009819423093392,10.303914011994786,0.4058325474326444
130,1.0,0.08110138998799676,10.52858988661878,0.41759552523727406,0.2644048858291481,0.3802328001909556,0.8803971537817464,0.36679998418434556,0.18008329122876676,10.2052073798717,0.30342265269014324
131,1.0,0.40724117141380733,10.663649204713343,0.5259174541486545,0.21392878429860396,0.5777450350892608,0.1313511345952083,0.1870837097879171,0.22752967585521666,10.716871547052579,0.09790571812088644
132,1.0,0.23223414217094274,10.197223775667617,0.9642729361919938,0.5210584666562401,0.70446834618401,0.9260579865308821,0.9086956942421913,0.6373512408814811,10.937200217582944,0.2607053800401713
133,1.0,0.13248763475798297,10.038811808464216,0.6214227866123074,0.3434170548783264,0.6134159097176352,0.19354143458292528,0.15471297809310558,0.009918995891096793,10.25232008960772,0.2624910329863944
134,1.0,0.05342718178682526,10.246670461241985,0.45823327076125175,0.2347670519487245,0.11839337198526778,0.687516141982656,0.35891097255405713,0.08904447413763672,10.661456228404031,0.28836914125943947
135,1.0,0.7255943642105788,10.101232664759433,0.730690455162145,0.4898233314769821,0.10226475788561484,0.7465416813757114,0.9214128316586664,0.7053422230129445,10.368513388894446,0.8442897923403856
136,1.0,0.011427458625031028,10.702668187583853,0.6248936960228196,0.8829289861499545,0.5363043489149462,0.0823416111348505,0.10763370545638218,0.80047440635553,10.567129844454946,0.6227051122582692
137,1.0,0.7705807485027762,10.569225521211663,0.9694682265466342,0.42278388620819507,0.20641008469572542,0.12765087092051153,0.32608955705942144,0.6060940242683628,10.394772947052784,0.1959584671215474
138,1.0,0.14694664540037505,10.793688447397338,0.9554493538925882,0.4098566028791868,0.1233766882383498,0.053543135004647024,0.9112091281469569,0.8946170081245917,10.161695047849403,0.9883163476042034
139,1.0,0.07952208258675575,10.40259639351424,0.7969919336952096,0.7901184807236521,0.02892290595224578,0.6785430696119802,0.9642658939670694,0.34922531972169024,10.836029076359619,0.5991080101460551
140,1.0,0.08960303423860538,10.260492165402525,0.2538350550515731,0.32675466924554486,0.7307547651992445,0.16499134741762178,0.5952845413963911,0.5780013376774888,10.101849404129506,0.12411384201744902
141,1.0,0.6720478073539145,10.86104085548496,0.5926995210705815,0.2446408198590403,0.5911473979883188,0.24600070294742393,0.17232573059322265,0.8531237618246482,10.206758088192588,0.3683202739447984
142,1.0,0.24536720985284477,10.565530524848437,0.9384922209843597,0.7006838654535846,0.10983097275259734,0.8228966111780878,0.7063363856226156,0.30589196298993515,10.121379959126275,0.8685647227478643
143,1.0,0.42053946668009845,10.472898797169405,0.0016084273062878518,0.8087665678640984,0.8953690204561338,0.8913353236369883,0.10987249679061528,0.4081070810836387,10.139874948948098,0.6155197251299299
144,1.0,0.5573687913239169,10.891343749058356,0.10571433272738817,0.445240062511138,0.8469667528997463,0.6860278831925561,0.7740534109687927,0.20870125762497815,10.575474949987703,0.8290179731417023
145,1.0,0.8605511738287938,10.347812563376365,0.46805235650375965,0.8810261130835559,0.17769981637750565,0.6018975354072441,0.8883507878892538,0.6435076109261744,10.965187870583385,0.6589897023978775
146,1.0,0.7270442627113283,10.40890220113903,0.646426300809957,0.7564188236797287,0.3780960679130918,0.020913123182249027,0.4625433335359075,0.009619691422350751,10.202808917579548,0.0058695357842144524
